# lemma.tsv — レンマの訳語。38,568 件が母集団。
#
# 列: id \t ja \t source \t confidence \t reviewed_at
# source は manual / dict / mt のいずれか。**必須**。
# 機械翻訳と人手を混ぜたあと区別できなくなるのを防ぐための列である。
#
# **id 昇順に並べること。** darasa-morph の検証器が強制する。
#   (grep '^#' lemma.tsv; grep -v '^#' lemma.tsv | LC_ALL=C sort) > t && mv t lemma.tsv
#
# 検証:
#   cd ../darasa-morph && make build-kb
أَزْياء_1	服飾、ファッション	mt	0.70	
أَساء_1	害する、悪くする	mt	0.60	
أَساس_1	基礎、土台	manual	0.80	2026-08-14
أَساسِيّ_1	基本的な	manual	0.80	2026-08-12
أَسام_1	放牧する	mt	0.50	
أَسَد_2	ライオン	manual	1.0	2026-08-09
أَسَف_1	遺憾、残念	mt	0.80	
أَسَنّ_2	年上の	mt	0.80	
أَسِير_1	捕虜	mt	0.80	
أَسِيَوِيّ_1	アジアの	mt	0.80	
أَسَّس_1	設立する	mt	0.60	
أَسْبَق_1	より前の、元〜	mt	0.70	
أَسْر_1	捕虜、捕らわれ	mt	0.80	
أَسْرَع_2	より速い、最も速い	mt	0.80	
أَسْعَد_1	喜ばせる	mt	0.50	
أَسْعَد_2	より幸せな、より幸運な	mt	0.50	
أَسْفَر_1	（結果を）もたらす	mt	0.60	
أَسْفَل_1	下、より低い	mt	0.70	
أَسْلَى_1	慰める、気を紛らわせる	mt	0.60	
أَسْمَر_1	褐色の、色黒の	mt	0.70	
أَسْمَنْت_1	セメント	mt	1.00	
أَسْهَم_1	貢献する、寄与する	mt	0.60	
أَسْوَأ_1	より悪い、最悪の	mt	0.80	
أَسْوَد_1	黒	manual	1.0	2026-08-09
أَشاد_1	称賛する、建てる	mt	0.60	
أَشار_1	指し示す、言及する	manual	0.60	2026-08-12
أَشْبَه_1	似ている	mt	0.60	
أَشْحَن_1	発送する、積み込む	mt	0.60	
أَشْرَف_1	監督する、見下ろす	mt	0.50	
أَشْرَف_3	より高貴な	mt	0.50	
أَشْقَر_1	金髪の	mt	0.80	
أَصاب_1	命中する、（病などが）襲う、言い当てる	manual	0.60	2026-08-14
أَصَرّ_1	固執する、言い張る	mt	0.60	
أَصَمّ_2	耳の聞こえない	mt	0.80	
أَصِيل_1	由緒ある、本物の	mt	0.70	
أَصْبَح_1	〜になる	manual	0.70	2026-08-12
أَصْدَر_1	発行する、発する	manual	0.60	2026-08-19
أَصْعَب_1	より難しい、最も困難な	mt	0.70	
أَصْغَر_1	より小さい、より若い	mt	0.70	
أَصْفَر_3	黄	manual	1.0	2026-08-09
أَصْل_1	起源、原本、元	manual	0.80	2026-08-19
أَصْلِيّ_1	本来の、正規の	mt	0.80	
أَضاء_1	照らす、輝く	mt	0.80	
أَضاف_1	加える、追加する	manual	1.00	2026-08-11
أَضْحَى_1	〜になる	mt	0.50	
أَضْعَف_1	弱める	mt	0.60	
أَطال_1	長くする	mt	0.60	
أَطْلَسِيّ_1	大西洋の	mt	0.80	
أَطْلَع_1	知らせる、見せる	mt	0.60	
أَطْلَق_1	発射する、（名を）付ける、解放する	manual	0.60	2026-08-19
أَظْهَر_1	示す、明らかにする	manual	0.60	2026-08-14
أَعاد_1	繰り返す、戻す	mt	0.60	
أَعاق_1	妨げる	mt	0.60	
أَعَدّ_1	準備する、作成する	mt	0.60	
أَعْجَب_1	気に入らせる、感嘆させる	mt	0.60	
أَعْرَب_1	表明する	mt	0.70	
أَعْطَى_1	与える	manual	0.60	2026-08-19
أَعْقَب_1	後に続く、〜をもたらす	mt	0.60	
أَعْلَن_1	発表する、宣言する	manual	0.80	2026-08-12
أَعْلَى_2	最高の、より高い	manual	0.70	2026-08-12
أَغْراض_1	品物、目的	mt	0.80	
أَغْلَب_1	大部分、たいてい	mt	0.80	
أَغْلَبِيَّة_1	過半数、多数派	mt	0.90	
أَغْلَق_1	閉じる、閉鎖する	mt	0.60	
أَفاد_1	伝える、報じる、役立つ	manual	0.60	2026-08-19
أَفْرِيقِيّ_1	アフリカの	manual	1.00	2026-08-12
أَفْضَل_2	より良い、最良の	mt	0.80	
أَفْغانِيّ_1	アフガニスタンの	mt	0.80	
أَقام_1	設立する、開催する、滞在する	manual	0.70	2026-08-12
أَقَرّ_1	承認する、認める	mt	0.60	
أَقَلّ_2	より少ない、最小の	mt	0.70	
أَقَلِّيَّة_1	少数派	mt	1.00	
أَقْرَب_1	より近い、最も近い	mt	0.70	
أَقْصَى_3	最も遠い、最大限の	mt	0.80	
أَقْنَع_1	説得する	mt	0.60	
أَكادِيمِيّ_1	学術の	mt	0.80	
أَكَل-u_1	食べる	manual	1.0	2026-08-09
أَكِيد_1	確かな	mt	0.80	
أَكَّد_1	確認する、強調する	manual	0.70	2026-08-11
أَكْثَر_1	より多くの、最も	mt	0.80	
أَكْسِسوار_1	アクセサリー	mt	1.00	
أَكْل_1	食べ物	manual	1.0	2026-08-09
أَكْلَة_1	料理、一食	mt	0.70	
أَكْمَل_1	完成させる、続ける	mt	0.50	
أَكْمَل_2	より完全な	mt	0.50	
أَلان_1	和らげる	mt	0.60	
أَلَب-ui_1	結集させる	mt	0.60	
أَلَدّ_1	最も手強い、宿敵の	mt	0.80	
أَلَم_1	痛み	manual	1.0	2026-08-09
أَلِيف_1	人になれた、飼い慣らされた	mt	0.70	
أَلَّس_1	けなす	mt	0.50	
أَلْبُوم_1	アルバム	mt	1.00	
أَلْحَق_1	付け加える	mt	0.70	
أَلْغَى_1	取り消す、廃止する	mt	0.60	
أَلْف_1	千	mt	1.00	
أَلْقَى_1	投げる、（演説を）行う	manual	0.50	2026-08-19
أَلْمانِيا_1	ドイツ	manual	1.0	2026-08-09
أَلْمانِيّ_2	ドイツの	manual	1.00	2026-08-12
أَمام_1	〜の前に、前方	manual	0.80	2026-08-11
أَمامِيّ_1	前の、前方の	mt	0.80	
أَمان_1	安全、安心	mt	0.80	
أَمانَة_1	誠実、預かり物	mt	0.70	
أَمَر-u_1	命じる	mt	0.70	
أَمَسّ_1	より差し迫った	manual	0.40	2026-08-12
أَمَل-a_1	望む、期待する	mt	0.50	
أَمَل_1	希望	manual	1.0	2026-08-09
أَمِير_2	首長、王子、アミール	manual	0.90	2026-08-14
أَمِين_3	書記、事務局長	manual	0.60	2026-08-14
أَمَّن_1	確保する、保険をかける	mt	0.70	
أَمْبِير_1	アンペア	mt	1.00	
أَمْثَل_1	最適の、理想的な	mt	0.80	
أَمْر_1	事柄、問題	manual	0.50	2026-08-11
أَمْر_2	命令	mt	0.50	
أَمْرِيكا_1	アメリカ	manual	1.0	2026-08-09
أَمْرِيكِيّ_1	アメリカの	manual	1.00	2026-08-11
أَمْس_1	昨日	manual	1.0	2026-08-09
أَمْكَن_1	可能である、可能にする	manual	0.80	2026-08-11
أَمْن_1	安全、治安	manual	0.80	2026-08-12
أَمْنِيّ_1	治安の、保安の	manual	0.80	2026-08-12
أَناقَة_1	優雅さ、上品さ	mt	0.80	
أَنَى-i_1	時が来る	mt	0.60	
أَنِيق_1	優雅な、洗練された	mt	0.80	
أَنَّ_1	なぜなら	manual	1.0	2026-08-09
أَنَّة_1	うめき	mt	0.80	
أَنْتَج_1	生産する、もたらす	mt	0.60	
أَنْجَز_1	成し遂げる	mt	0.60	
أَنْشَأ_1	設立する、作成する	manual	0.60	2026-08-19
أَنْصار_1	支持者、援助者	mt	0.80	
أَنْف_1	鼻	manual	1.0	2026-08-09
أَنْفَق_1	費やす	mt	0.60	
أَنْقَذ_1	救う	mt	0.60	
أَنْكَر_1	否認する	mt	0.60	
أَنْهَى_1	終える、完了する	mt	0.60	
أَهَمّ_1	重要である	mt	0.50	
أَهَمّ_2	最も重要な	manual	0.50	2026-08-12
أَهَمِّيَّة_1	重要性	manual	0.80	2026-08-19
أَهْدَى_1	贈る、献呈する	mt	0.60	
أَهْل_1	家族、住民、〜の人々	manual	0.80	2026-08-12
أَهْلِيّ_2	民間の、国内の	mt	0.70	
أَو_1	または	manual	1.0	2026-08-09
أَوائِل_2	初期の人々	mt	0.70	
أَوان_1	時、時期	mt	0.80	
أَوَى-i_1	身を寄せる	mt	0.80	
أَوَّل_2	第一の、最初の	manual	1.00	2026-08-11
أَوْحَى_1	啓示する、示唆する	mt	0.60	
أَوْدَى_1	（命を）奪う、滅ぼす	mt	0.60	
أَوْرَد_1	挙げる、引用する	mt	0.60	
أَوْس_1	オオヤマネコ	mt	0.50	
أَوْسَط_2	中間の	manual	0.80	2026-08-12
أَوْصَى_1	勧める、遺言する	mt	0.60	
أَوْضَح_1	明らかにする、説明する	mt	0.50	
أَوْضَح_2	より明白な、最も明白な	mt	0.50	
أَوْفَى_1	果たす、履行する	mt	0.60	
أَوْقَف_1	止める、拘束する	mt	0.60	
أَوْلَوِيّات_1	優先事項	mt	0.90	
أَوْلَوِيَّة_1	優先	mt	0.80	
أَوْلَى_1	向ける、（関心を）払う	mt	0.60	
أَيّ_1	どちら	manual	1.0	2026-08-09
أَيَّد_1	支持する	mt	0.60	
أَيِّل_1	鹿	mt	0.80	
أَيْض_1	代謝	manual	0.40	2026-08-11
أَيْنَ_2	どこ	manual	1.0	2026-08-09
أُجْرَة_1	料金	manual	1.0	2026-08-09
أُخْت_1	姉妹	manual	1.0	2026-08-09
أُخْرَى_1	他の、別の（女性形）	manual	0.80	2026-08-11
أُذُن_1	耳	manual	1.0	2026-08-09
أُرْثُودُكسِيّ_1	正教の	mt	1.00	
أُرْدُنِّيّ_1	ヨルダンの	mt	1.00	
أُسّ_1	指数、基礎	mt	0.80	
أُسْبُوع_1	週	manual	1.0	2026-08-09
أُسْبُوعِيّ_1	毎週の	mt	1.00	
أُسْتاذ_1	教授 (大学)／教授	manual	1.0	2026-08-09
أُسْتُرالِيّ_1	オーストラリアの	mt	1.00	
أُسْرَة_1	家族	manual	0.80	2026-08-14
أُسْطُوانَة_1	円柱	mt	0.70	
أُسْطُورَة_1	神話、伝説	mt	0.70	
أُسْطُول_1	艦隊、船団	mt	0.80	
أُسْلُوب_1	方法、文体、スタイル	mt	0.70	
أُغْنِيَة_1	歌	manual	0.80	2026-08-12
أُفُق_1	地平線、視野	mt	0.90	
أُمَمِيّ_1	国際的な	mt	0.80	
أُمُومَة_1	母性、母であること	mt	0.90	
أُمّ_1	母	manual	1.0	2026-08-09
أُمَّة_1	民族、国民、ウンマ	manual	0.80	2026-08-12
أُمِّيَّة_1	非識字	mt	0.90	
أُنْبُوب_1	管、パイプ	mt	0.80	
أُنْثَى_1	雌、女性	mt	0.80	
أُنْشُودَة_1	歌、賛歌	mt	0.70	
أُورُبِّيّ_1	ヨーロッパの	manual	1.00	2026-08-12
أُولِمْبِيّ_1	オリンピックの	mt	1.00	
إِباحِيّ_1	放縦な、猥褻な	mt	0.80	
إِبّان_1	〜の最中に	mt	0.80	
إِبْداع_1	創造性、独創	manual	0.80	2026-08-19
إِبْداعِيّ_1	創造的な	mt	0.80	
إِبْراز_1	際立たせること、提示	mt	0.70	
إِبْقاء_1	存続させること	mt	0.80	
إِبْل_1	ラクダ	mt	1.00	
إِبْلاغ_1	通報、通知	mt	0.70	
إِتْقان_1	習熟、精巧さ	mt	0.80	
إِتْمام_1	完遂	mt	0.80	
إِثارَة_1	刺激、扇動	mt	0.80	
إِثْبات_1	証明、立証	mt	0.80	
إِثْرَ_1	〜の直後に	mt	0.90	
إِجابَة_1	答え、応答	mt	0.70	
إِجازَة_1	休暇	mt	0.80	
إِجْراء_1	実施、遂行	manual	0.50	2026-08-19
إِجْراء_3	措置、手続き	manual	0.50	2026-08-19
إِجْرامِيّ_1	犯罪の	mt	0.90	
إِجْماع_1	総意	mt	0.80	
إِجْمالِيّ_2	総計の、全体の	mt	0.70	
إِحْباط_1	挫折、失意	mt	0.80	
إِحْراز_1	獲得	mt	0.80	
إِحْساس_1	感覚、感じ	mt	0.80	
إِحْصاء_1	統計、集計	mt	0.80	
إِحْصائِيّ_2	統計の	mt	0.80	
إِخْبارِيّ_1	報道の、ニュースの	mt	0.80	
إِخْراج_1	取り出すこと	mt	0.70	
إِخْفاء_1	隠すこと	mt	0.80	
إِخْلاء_1	明け渡し、避難	mt	0.80	
إِخْلاص_1	誠実、忠誠	mt	0.80	
إِخْوَة_1	兄弟たち	mt	1.00	
إِدارَة_1	管理、運営、行政	manual	0.70	2026-08-11
إِدارِيّ_1	行政の、管理の	manual	0.70	2026-08-12
إِدانَة_1	非難、有罪判決	mt	0.80	
إِدْخال_1	入力、導入	mt	0.70	
إِدْراج_1	挿入、登録、掲載	mt	0.70	
إِدْراك_1	認識、理解	mt	0.70	
إِدْمان_1	依存、中毒	mt	0.80	
إِذا_1	もし〜ならば	manual	1.0	2026-08-09
إِذاعَة_1	放送、ラジオ	mt	0.80	
إِذْن_1	許可	mt	0.80	
إِرادَة_1	意志	mt	0.80	
إِرث_1	遺産	mt	0.80	
إِرْسال_1	送信、放送	mt	0.70	
إِرْشاد_1	案内、指導	mt	0.70	
إِرْهاب_1	テロ、テロリズム	manual	0.80	2026-08-19
إِرْهابِيّ_1	テロの、テロリスト	manual	1.00	2026-08-12
إِزاء_1	〜に対して、〜に関して	mt	0.70	
إِزالَة_1	除去	mt	0.80	
إِساءَة_1	侮辱、害を与えること	mt	0.70	
إِسْبانِيا_1	スペイン	manual	1.0	2026-08-09
إِسْبانِيّ_1	スペインの	manual	0.80	2026-08-12
إِسْتاد_1	スタジアム	mt	1.00	
إِسْتراتِيجِيّ_1	戦略的な	manual	1.00	2026-08-12
إِسْتَرْلِينِيّ_1	スターリング（英貨）	mt	0.90	
إِسْتُودِيُو_1	スタジオ	mt	1.00	
إِسْرائِيلِيّ_1	イスラエルの	manual	1.00	2026-08-12
إِسْعاف_1	救急、応急手当	mt	0.70	
إِسْقاط_1	打倒、撃墜	mt	0.70	
إِسْكان_1	住宅供給	mt	0.90	
إِسْكَنْدَرِيّ_1	アレクサンドリアの	mt	0.90	
إِسْلامِيّ_1	イスラームの	manual	0.70	2026-08-11
إِسْماعِيلِيّ_1	イスマーイーリーヤの	mt	0.70	
إِسْناد_1	帰属させること	mt	0.70	
إِسْهام_1	貢献、参画	mt	0.80	
إِشارَة_1	合図、言及、信号	mt	0.70	
إِشْراف_1	監督、指導	mt	0.70	
إِشْهار_1	公表、告知	mt	0.70	
إِصابَة_1	負傷、罹患	mt	0.70	
إِصْبَع_1	指	mt	1.00	
إِصْدار_1	発行、発布	mt	0.70	
إِصْدارات_1	発行物、リリース	mt	0.60	
إِصْرار_1	固執、決意	mt	0.70	
إِصْلاح_1	改革、修理	mt	0.80	
إِضاءَة_1	照明	mt	0.80	
إِضافَة_1	追加、付加	manual	0.80	2026-08-14
إِضافِيّ_1	追加の	mt	0.80	
إِضْراب_1	ストライキ	mt	0.80	
إِضْعاف_1	弱めること	mt	0.80	
إِطار_1	枠組み、文脈	manual	0.70	2026-08-14
إِطْفاء_1	消火	mt	0.80	
إِطْلاق_2	発射、（名を）付けること	manual	0.60	2026-08-14
إِعادَة_1	返却、繰り返し、再〜	manual	0.70	2026-08-14
إِعاقَة_1	妨害、障害	mt	0.80	
إِعْجاب_1	感嘆、称賛	mt	0.70	
إِعْجاز_1	（クルアーンの）模倣不可能性	mt	0.90	
إِعْدادِيّ_1	準備の	mt	0.80	
إِعْدام_1	死刑、処刑	mt	0.80	
إِعْطاء_1	与えること	mt	0.70	
إِعْفاء_1	免除、解任	mt	0.70	
إِعْلام_1	報道、メディア	manual	0.80	2026-08-14
إِعْلان_1	広告、発表	manual	0.60	2026-08-12
إِعْلانِيّ_1	広告の	mt	0.90	
إِغاثَة_1	救援	mt	0.80	
إِغْلاق_1	閉鎖、封鎖	mt	0.70	
إِفْراج_1	釈放	mt	0.80	
إِفْراز_1	分泌	mt	0.80	
إِفْطار_1	断食明けの食事	mt	0.90	
إِقالَة_1	解任	mt	0.80	
إِقامَة_1	滞在、居住	mt	0.70	
إِقْبال_1	人気、需要	mt	0.70	
إِقْرار_1	承認、認めること	mt	0.80	
إِقْفال_1	施錠、閉鎖	mt	0.70	
إِقْلاع_1	離陸	mt	0.80	
إِقْلِيم_1	地方、地域	mt	0.80	
إِقْلِيمِيّ_1	地域の	mt	0.80	
إِقْناع_1	説得	mt	0.80	
إِكْمال_1	完了	mt	0.70	
إِلَى_1	〜へ	manual	1.0	2026-08-09
إِلِكْترُونِيّ_1	電子の	manual	1.00	2026-08-12
إِلْحاد_1	無神論、背教	mt	0.80	
إِلْحادِيّ_1	無神論の	mt	0.80	
إِلْغاء_1	取り消し、廃止	mt	0.70	
إِلْف_1	親しい友	manual	0.40	2026-08-12
إِلْقاء_1	投げること	mt	0.70	
إِلٰه_1	神	mt	0.80	
إِلٰهِيّ_1	神の、神聖な	mt	0.70	
إِماراتِيّ_1	アラブ首長国連邦の	mt	0.80	
إِمام_2	導師（イマーム）	mt	0.80	
إِمْبِراطُورِيَّة_1	帝国	mt	1.00	
إِمْكان_1	可能性	mt	0.80	
إِمْكانات_1	能力、可能性	mt	0.90	
إِمْكانِيَّة_1	可能性、能力	mt	0.80	
إِناث_1	女性たち、雌	mt	0.90	
إِنَّ_1	もし〜ならば	manual	1.0	2026-08-09
إِنْتاج_1	生産、製作	manual	0.80	2026-08-14
إِنْتاجِيّ_1	生産の、生産的な	mt	0.80	
إِنْجاح_1	成功させること	mt	0.90	
إِنْجاز_2	達成、業績	mt	0.70	
إِنْجلِيزِيّ_1	英語の、イギリスの	manual	0.90	2026-08-12
إِنْجِيل_1	福音書	mt	1.00	
إِنْدُونِيسِيّ_1	インドネシアの	mt	1.00	
إِنْذار_1	警告、警報	mt	0.70	
إِنْسان_1	人	manual	1.0	2026-08-09
إِنْسانِيّ_1	人間の、人道的な	manual	0.80	2026-08-12
إِنْشاء_1	設立、建設	manual	0.70	2026-08-14
إِنْفاق_1	支出	mt	0.70	
إِنْفلُوَنْزا_1	インフルエンザ	mt	1.00	
إِنْقاذ_1	救助、救出	mt	0.70	
إِنْكلِيزِيّ_1	英語の、イギリスの	mt	0.90	
إِنْماء_1	育成、振興	mt	0.80	
إِنْهاء_1	終了、完了	mt	0.80	
إِهانَة_1	侮辱	mt	0.80	
إِهْداء_1	献呈、贈呈	mt	0.80	
إِهْمال_1	怠慢、放置	mt	0.70	
إِياب_1	帰路	mt	0.80	
إِيجابِيّ_1	肯定的な、前向きな	mt	0.80	
إِيجاد_1	見出すこと、創出	mt	0.80	
إِيجار_1	賃貸、家賃	mt	0.80	
إِيداع_1	預金 (する)	manual	1.0	2026-08-09
إِيراد_1	収益、歳入	mt	0.70	
إِيرانِيّ_1	イランの	manual	1.00	2026-08-12
إِيرْلَنْدِيّ_1	アイルランドの	mt	1.00	
إِيصال_1	領収書 (レシート)	manual	1.0	2026-08-09
إِيطالِيا_1	イタリア	manual	1.0	2026-08-09
إِيطالِيّ_1	イタリアの	manual	1.00	2026-08-12
إِيقاع_1	リズム、韻律	mt	0.80	
إِيقاف_1	停止	mt	0.80	
إِيقُونَة_1	イコン、アイコン	mt	0.90	
إِيمان_1	信仰	mt	0.80	
إِيه_1	どちら	manual	1.0	2026-08-09
الآنَ_1	今	manual	1.0	2026-08-09
اللّٰهُمَّ_1	神よ	mt	0.70	
بائِع_1	売り手、店員	mt	0.80	
باب_1	扉、門	mt	0.80	
بات-i_1	〜になる、夜を過ごす	mt	0.70	
باحَة_1	中庭、広場	mt	0.80	
باحِث_1	研究者	mt	0.80	
بادَر_1	率先する、いち早く〜する	mt	0.80	
بارَك_1	祝福する、祝う	mt	0.80	
بارِد_1	冷たい、寒い	mt	0.80	
بارِز_1	際立った、著名な	mt	0.80	
بارّ_1	敬虔な、孝行な	mt	0.80	
باسِيل_1	桿菌	mt	0.70	
باشا_1	パシャ（称号）	mt	0.90	
باشَر_1	着手する、直接行う	mt	0.80	
باطِل_1	無効な、偽りの	mt	0.80	
باطِن_1	内面の、隠れた	mt	0.80	
باع-i_1	売る	mt	1.00	
باقَة_1	花束	mt	0.80	
باقِي_2	残りの、残余	mt	0.90	
باكِستانِيّ_1	パキスタンの	mt	1.00	
باكِي_1	泣いている人	mt	0.80	
بال_1	心、気	mt	0.80	
بالِغ_1	甚だしい、極度の	mt	0.70	
بانُوراما_1	パノラマ	mt	1.00	
برُوتُوكُول_1	議定書、儀典	mt	0.90	
برُوتِين_1	タンパク質	mt	1.00	
برُوفِسُور_1	教授	mt	1.00	
برِيطانِيا_1	イギリス	manual	1.0	2026-08-09
برِيطانِيّ_1	イギリスの	manual	1.00	2026-08-12
بلاسْتِيك_1	プラスチック	mt	1.00	
بيع_1	売られる	mt	0.80	
بَأْس_1	害、差し支え	mt	0.70	
بَبْغاء_1	オウム	mt	0.90	
بَثّ-u_1	放送する、送信する	mt	0.50	
بَثّ_1	放送、配信	mt	0.50	
بَحَث-a_1	探す、論じる	manual	0.80	2026-08-19
بَحْث_2	研究、調査	manual	1.00	2026-08-11
بَحْثِيّ_1	研究の	mt	0.90	
بَحْر_1	海	manual	1.0	2026-08-09
بَحْرَيْنِيّ_1	バーレーンの	mt	1.00	
بَحْرِيّ_1	海の、海軍の	mt	0.80	
بَحْرِيَّة_1	海軍、海の	mt	0.80	
بَدا-u_1	〜のように見える	manual	0.80	2026-08-14
بَدَأ-a_1	始める、始まる	manual	0.80	2026-08-12
بَدَر-u_1	（不意に）出る、先んじる	mt	0.70	
بَدَع_1	創始する	mt	0.80	
بَدَل_1	代わり、手当	mt	0.70	
بَدَنِيّ_1	身体の	mt	0.80	
بَدَوِيّ_1	ベドウィンの	mt	1.00	
بَدِيل_1	代替、代わりの	mt	0.80	
بَدْء_1	開始	mt	0.80	
بَذَل-u_1	尽くす、（努力を）払う	mt	0.80	
بَذْر_2	種まき、種子	mt	0.90	
بَرازِيلِيّ_1	ブラジルの	mt	1.00	
بَرَز-u_1	現れる、際立つ	mt	0.80	
بَرَكَة_1	祝福、恵み	mt	0.90	
بَرَى-i_1	削る	mt	0.60	
بَرِيء_1	無実の、無関係の	mt	0.80	
بَرِيد_1	郵便、メール	mt	0.80	
بَرِيدِيّ_1	郵便の	mt	0.90	
بَرّ_1	陸、大陸	mt	0.80	
بَرَّأ_1	無罪とする	mt	0.70	
بَرَّر_1	正当化する	mt	0.60	
بَرِّيّ_1	陸の、野生の	manual	0.80	2026-08-12
بَرْد_1	寒さ、冷やすこと	mt	0.80	
